"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 09- 03","12,301,000","13,580,000","13,580,000","12,301,000","3.17K","-9.38%"
"2020- 09- 02","13,574,000","13,965,000","13,965,000","13,459,000","1.15K","-2.81%"
"2020- 09- 01","13,967,000","13,732,000","13,967,000","13,732,000","1.40K","1.74%"
"2020- 08- 31","13,728,000","13,654,000","13,728,000","13,654,000","0.62K","0.54%"
"2020- 08- 30","13,654,000","13,432,000","13,654,000","13,432,000","0.60K","1.65%"
"2020- 08- 29","13,432,000","13,521,000","13,529,000","13,432,000","0.46K","-0.67%"
"2020- 08- 28","13,522,000","13,402,000","13,522,000","13,402,000","0.56K","0.81%"
"2020- 08- 27","13,413,000","13,538,000","13,538,000","13,400,000","0.95K","-0.92%"
"2020- 08- 26","13,538,000","13,475,000","13,538,000","13,475,000","0.57K","0.50%"
"2020- 08- 25","13,471,000","13,842,000","13,842,000","13,471,000","1.51K","-2.68%"
"2020- 08- 24","13,842,000","13,801,000","13,842,000","13,801,000","0.34K","0.30%"
"2020- 08- 23","13,801,000","13,841,000","13,841,000","13,707,000","0.50K","-0.30%"
"2020- 08- 22","13,843,000","13,767,000","13,843,000","13,559,000","0.60K","0.50%"
"2020- 08- 21","13,774,000","13,944,000","13,944,000","13,774,000","1.39K","-1.22%"
"2020- 08- 20","13,944,000","13,872,000","13,944,000","13,872,000","0.64K","0.52%"
"2020- 08- 19","13,872,000","14,004,000","14,004,000","13,865,000","1.09K","-0.89%"
"2020- 08- 18","13,996,000","14,181,000","14,222,000","13,996,000","1.10K","-1.30%"
"2020- 08- 17","14,181,000","13,886,000","14,181,000","13,848,000","2.33K","2.12%"
"2020- 08- 16","13,886,000","13,881,000","13,886,000","13,804,000","0.77K","0.10%"
"2020- 08- 15","13,872,000","13,830,000","14,018,000","13,830,000","1.01K","0.30%"
"2020- 08- 14","13,830,000","13,820,000","13,830,000","13,820,000","1.24K","0.10%"
"2020- 08- 13","13,816,000","13,681,000","13,816,000","13,494,000","1.94K","0.99%"
"2020- 08- 12","13,681,000","13,610,000","13,681,000","13,595,000","0.84K","0.52%"
"2020- 08- 11","13,610,000","13,999,000","13,999,000","13,610,000","2.22K","-2.76%"
"2020- 08- 10","13,997,000","13,813,000","13,997,000","13,813,000","0.80K","1.33%"
"2020- 08- 09","13,813,000","13,868,000","13,872,000","13,813,000","0.69K","-0.40%"
"2020- 08- 08","13,868,000","13,762,000","13,868,000","13,762,000","0.65K","0.77%"
"2020- 08- 07","13,762,000","13,862,000","13,935,000","13,762,000","1.39K","-0.74%"
"2020- 08- 06","13,865,000","13,851,000","13,865,000","13,851,000","0.89K","0.10%"
"2020- 08- 05","13,851,000","13,310,000","13,851,000","13,310,000","1.17K","4.06%"
"2020- 08- 04","13,310,000","13,273,000","13,361,000","13,273,000","0.71K","0.26%"
"2020- 08- 03","13,275,000","13,034,000","13,275,000","13,034,000","1.19K","1.85%"
"2020- 08- 02","13,034,000","13,934,000","13,934,000","13,034,000","1.08K","-6.46%"
"2020- 08- 01","13,934,000","13,408,000","13,934,000","13,408,000","1.68K","3.92%"
"2020- 07- 31","13,408,000","13,100,000","13,408,000","13,100,000","1.76K","2.35%"
"2020- 07- 30","13,100,000","13,118,000","13,118,000","12,983,000","1.09K","-0.14%"
"2020- 07- 29","13,118,000","12,761,000","13,118,000","12,761,000","1.66K","2.81%"
"2020- 07- 28","12,760,000","12,913,000","13,074,000","12,760,000","1.42K","-1.16%"
"2020- 07- 27","12,910,000","11,701,000","12,910,000","11,701,000","5.19K","10.33%"
"2020- 07- 26","11,701,000","11,470,000","11,701,000","11,437,000","0.67K","2.01%"
"2020- 07- 25","11,470,000","11,334,000","11,470,000","11,334,000","0.78K","1.20%"
"2020- 07- 24","11,334,000","11,330,000","11,334,000","11,269,000","0.78K","0.04%"
"2020- 07- 23","11,330,000","11,261,000","11,330,000","11,261,000","0.83K","0.64%"
"2020- 07- 22","11,258,000","11,120,000","11,258,000","11,104,000","0.98K","1.24%"
"2020- 07- 21","11,120,000","10,943,000","11,120,000","10,943,000","0.50K","1.62%"
"2020- 07- 20","10,943,000","10,937,000","10,943,000","10,937,000","0.44K","0.03%"
"2020- 07- 19","10,940,000","10,913,000","10,940,000","10,888,000","0.57K","0.31%"
"2020- 07- 18","10,906,000","10,927,000","10,927,000","10,906,000","0.33K","-0.19%"
"2020- 07- 17","10,927,000","10,929,000","10,929,000","10,879,000","0.31K","-0.02%"
"2020- 07- 16","10,929,000","10,975,000","10,975,000","10,929,000","0.47K","-0.42%"
"2020- 07- 15","10,975,000","11,006,000","11,006,000","10,973,000","0.47K","-0.28%"
"2020- 07- 14","11,006,000","11,000,000","11,006,000","10,970,000","0.58K","0.05%"
"2020- 07- 13","11,000,000","11,022,000","11,022,000","11,000,000","0.97K","-0.20%"
"2020- 07- 12","11,022,000","10,968,000","11,022,000","10,946,000","0.52K","0.49%"
"2020- 07- 11","10,968,000","11,034,000","11,034,000","10,968,000","0.28K","-0.60%"
"2020- 07- 10","11,034,000","10,950,000","11,034,000","10,950,000","0.60K","0.77%"
"2020- 07- 09","10,950,000","11,128,000","11,137,000","10,950,000","0.84K","-1.57%"
"2020- 07- 08","11,125,000","10,971,000","11,125,000","10,971,000","0.69K","1.40%"
"2020- 07- 07","10,971,000","11,045,000","11,045,000","10,971,000","0.37K","-0.67%"
"2020- 07- 06","11,045,000","10,830,000","11,045,000","10,824,000","0.96K","2.00%"
"2020- 07- 05","10,828,000","10,887,000","10,898,000","10,772,000","0.52K","-0.54%"
"2020- 07- 04","10,887,000","10,834,000","10,966,000","10,806,000","0.47K","0.49%"
"2020- 07- 03","10,834,000","10,867,000","10,909,000","10,827,000","0.31K","-0.30%"
"2020- 07- 02","10,867,000","11,042,000","11,070,000","10,763,000","1.05K","-1.58%"
"2020- 07- 01","11,042,000","10,914,000","11,101,000","10,886,000","0.67K","1.17%"
"2020- 06- 30","10,914,000","10,970,000","10,989,000","10,866,000","0.37K","-0.51%"
"2020- 06- 29","10,970,000","10,960,000","11,030,000","10,822,000","0.62K","-0.03%"
"2020- 06- 28","10,973,000","10,908,000","11,061,000","10,757,000","0.46K","0.60%"
"2020- 06- 27","10,908,000","11,027,000","11,035,000","10,800,000","1.48K","-1.08%"
"2020- 06- 26","11,027,000","11,139,000","11,176,000","10,900,000","0.48K","-1.01%"
"2020- 06- 25","11,139,000","11,223,000","11,223,000","10,850,000","0.52K","-0.81%"
"2020- 06- 24","11,230,000","11,495,000","11,540,000","11,116,000","1.08K","-2.31%"
"2020- 06- 23","11,495,000","11,597,000","11,631,000","11,472,000","0.50K","-0.88%"
"2020- 06- 22","11,597,000","11,236,000","11,667,000","11,232,000","1.44K","3.21%"
"2020- 06- 21","11,236,000","11,314,000","11,359,000","11,232,000","0.35K","-0.69%"
"2020- 06- 20","11,314,000","11,281,000","11,349,000","11,152,000","0.43K","0.29%"
"2020- 06- 19","11,281,000","11,336,000","11,373,000","11,157,000","0.39K","-0.50%"
"2020- 06- 18","11,338,000","11,426,000","11,444,000","11,233,000","0.73K","-0.78%"
"2020- 06- 17","11,427,000","11,453,000","11,508,000","11,290,000","0.78K","-0.21%"
"2020- 06- 16","11,451,000","11,335,000","11,498,000","11,254,000","0.53K","1.02%"
"2020- 06- 15","11,335,000","11,243,000","11,403,000","10,770,000","1.26K","0.82%"
"2020- 06- 14","11,243,000","11,393,000","11,397,000","11,155,000","0.65K","-1.31%"
"2020- 06- 13","11,392,000","11,390,000","11,400,000","11,273,000","0.41K","-0.01%"
"2020- 06- 12","11,393,000","11,085,000","11,464,000","11,050,000","0.63K","2.82%"
"2020- 06- 11","11,080,000","11,738,000","11,797,000","11,050,000","3.41K","-5.61%"
"2020- 06- 10","11,738,000","11,686,000","11,744,000","11,591,000","0.89K","0.47%"
"2020- 06- 09","11,683,000","11,678,000","11,760,000","11,556,000","0.66K","0.03%"
"2020- 06- 08","11,680,000","11,681,000","11,723,000","11,575,000","0.54K","0.01%"
"2020- 06- 07","11,679,000","11,628,000","11,769,000","11,377,000","1.40K","0.36%"
"2020- 06- 06","11,637,000","11,602,000","11,698,000","11,523,000","0.40K","0.29%"
"2020- 06- 05","11,603,000","11,782,000","11,865,000","11,595,000","0.68K","-1.54%"
"2020- 06- 04","11,785,000","11,650,000","11,860,000","11,472,000","1.14K","1.16%"
"2020- 06- 03","11,650,000","11,522,000","11,661,000","11,400,000","0.75K","1.08%"
"2020- 06- 02","11,525,000","12,073,000","12,160,000","11,303,000","3.39K","-4.53%"
"2020- 06- 01","12,072,000","11,437,000","12,124,000","11,415,000","4.08K","5.55%"
"2020- 05- 31","11,437,000","11,579,000","11,584,000","11,365,000","0.93K","-1.23%"
"2020- 05- 30","11,579,000","11,405,000","11,605,000","11,319,000","1.30K","1.53%"
"2020- 05- 29","11,405,000","11,570,000","11,598,000","11,280,000","0.58K","-1.41%"
"2020- 05- 28","11,568,000","11,156,000","11,595,000","11,112,000","1.46K","3.75%"
"2020- 05- 27","11,150,000","10,737,000","11,172,000","10,729,000","1.03K","3.85%"
"2020- 05- 26","10,737,000","10,821,000","10,917,000","10,610,000","0.82K","-0.78%"
"2020- 05- 25","10,821,000","10,648,000","10,888,000","10,523,000","1.03K","1.56%"
"2020- 05- 24","10,655,000","11,134,000","11,240,000","10,648,000","2.23K","-4.30%"
"2020- 05- 23","11,134,000","11,122,000","11,295,000","11,040,000","0.57K","0.11%"
"2020- 05- 22","11,122,000","11,093,000","11,236,000","10,895,000","0.88K","0.24%"
"2020- 05- 21","11,095,000","11,516,000","11,605,000","10,796,000","3.31K","-3.71%"
"2020- 05- 20","11,523,000","11,728,000","11,777,000","11,370,000","2.69K","-1.75%"
"2020- 05- 19","11,728,000","11,686,000","11,816,000","11,462,000","0.95K","0.35%"
"2020- 05- 18","11,687,000","11,614,000","11,875,000","11,456,000","0.87K","0.63%"
"2020- 05- 17","11,614,000","11,317,000","11,815,000","11,272,000","1.57K","2.62%"
"2020- 05- 16","11,317,000","11,323,000","11,570,000","11,203,000","1.15K","-0.04%"
"2020- 05- 15","11,322,000","11,787,000","11,829,000","11,236,000","2.17K","-3.92%"
"2020- 05- 14","11,784,000","11,270,000","11,944,000","11,231,000","1.89K","4.64%"
"2020- 05- 13","11,262,000","10,675,000","11,393,000","10,654,000","2.43K","5.50%"
"2020- 05- 12","10,675,000","10,437,000","10,845,000","10,397,000","1.69K","2.28%"
"2020- 05- 11","10,437,000","10,690,000","11,256,000","10,137,000","5.09K","-2.43%"
"2020- 05- 10","10,697,000","11,544,000","11,573,000","10,200,000","4.03K","-7.34%"
"2020- 05- 09","11,544,000","11,878,000","11,958,000","11,450,000","1.39K","-2.81%"
"2020- 05- 08","11,878,000","12,004,000","12,162,000","11,810,000","1.77K","-1.10%"
"2020- 05- 07","12,010,000","11,271,000","12,070,000","11,140,000","5.52K","6.56%"
"2020- 05- 06","11,271,000","10,980,000","11,445,000","10,880,000","2.30K","2.74%"
"2020- 05- 05","10,970,000","10,845,000","11,019,000","10,744,000","1.21K","1.23%"
"2020- 05- 04","10,837,000","10,889,000","10,949,000","10,450,000","1.54K","-0.48%"
"2020- 05- 03","10,889,000","10,881,000","11,127,000","10,714,000","1.45K","0.13%"
"2020- 05- 02","10,875,000","10,764,000","10,927,000","10,654,000","1.23K","1.03%"
"2020- 05- 01","10,764,000","10,461,000","11,037,000","10,445,000","1.67K","2.78%"
"2020- 04- 30","10,473,000","10,538,000","11,428,000","10,279,000","3.26K","-0.62%"
"2020- 04- 29","10,538,000","9,413,000","10,700,000","9,379,000","5.68K","11.93%"
"2020- 04- 28","9,415,000","9,485,000","9,485,000","9,344,000","0.68K","-0.68%"
"2020- 04- 27","9,479,000","9,365,000","9,486,000","9,307,000","1.14K","1.24%"
"2020- 04- 26","9,363,000","9,163,000","9,363,000","9,150,000","1.22K","2.17%"
"2020- 04- 25","9,164,000","9,100,000","9,254,000","9,053,000","0.82K","0.71%"
"2020- 04- 24","9,099,000","9,056,000","9,229,000","8,999,000","0.71K","0.54%"
"2020- 04- 23","9,050,000","8,644,000","9,168,000","8,564,000","2.66K","4.72%"
"2020- 04- 22","8,642,000","8,406,000","8,670,000","8,390,000","0.99K","2.80%"
"2020- 04- 21","8,407,000","8,385,000","8,496,000","8,310,000","0.86K","0.23%"
"2020- 04- 20","8,388,000","8,660,000","8,727,000","8,350,000","2.26K","-3.14%"
"2020- 04- 19","8,660,000","8,714,000","8,736,000","8,563,000","0.72K","-0.69%"
"2020- 04- 18","8,720,000","8,523,000","8,754,000","8,515,000","1.18K","2.28%"
"2020- 04- 17","8,526,000","8,561,000","8,605,000","8,480,000","0.84K","-0.40%"
"2020- 04- 16","8,560,000","8,105,000","8,610,000","7,926,000","1.44K","5.54%"
"2020- 04- 15","8,111,000","8,370,000","8,418,000","8,094,000","1.06K","-3.19%"
"2020- 04- 14","8,378,000","8,376,000","8,464,000","8,270,000","0.81K","-0.12%"
"2020- 04- 13","8,388,000","8,468,000","8,468,000","8,168,000","1.25K","-0.90%"
"2020- 04- 12","8,464,000","8,460,000","8,750,000","8,343,000","1.91K","-0.01%"
"2020- 04- 11","8,465,000","8,414,000","8,537,000","8,319,000","1.06K","0.62%"
"2020- 04- 10","8,413,000","8,805,000","8,825,000","8,242,000","1.81K","-4.52%"
"2020- 04- 09","8,811,000","8,820,000","8,852,000","8,644,000","0.88K","-0.19%"
"2020- 04- 08","8,828,000","8,647,000","8,909,000","8,624,000","1.19K","2.07%"
"2020- 04- 07","8,649,000","8,797,000","8,965,000","8,542,000","2.12K","-1.60%"
"2020- 04- 06","8,790,000","8,184,000","8,799,000","8,184,000","3.05K","7.38%"
"2020- 04- 05","8,186,000","8,250,000","8,275,000","8,106,000","0.92K","-0.76%"
"2020- 04- 04","8,249,000","8,154,000","8,325,000","8,101,000","1.71K","1.20%"
"2020- 04- 03","8,151,000","8,175,000","8,426,000","8,051,000","1.84K","-0.26%"
"2020- 04- 02","8,172,000","8,067,000","8,499,000","7,986,000","6.34K","1.33%"
"2020- 04- 01","8,065,000","7,795,000","8,082,000","7,534,000","3.25K","3.46%"
"2020- 03- 31","7,795,000","7,793,000","7,976,000","7,740,000","1.08K","0.05%"
"2020- 03- 30","7,791,000","7,219,000","8,019,000","7,201,000","2.90K","7.92%"
"2020- 03- 29","7,219,000","7,652,000","7,684,000","7,219,000","2.07K","-5.70%"
"2020- 03- 28","7,655,000","7,885,000","7,885,000","7,404,000","1.72K","-2.92%"
"2020- 03- 27","7,885,000","8,274,000","8,355,000","7,823,000","1.90K","-4.68%"
"2020- 03- 26","8,272,000","8,270,000","8,338,000","8,088,000","1.54K","0.00%"
"2020- 03- 25","8,272,000","8,360,000","8,510,000","8,080,000","1.39K","-1.05%"
"2020- 03- 24","8,360,000","8,049,000","8,399,000","7,901,000","2.73K","3.86%"
"2020- 03- 23","8,049,000","7,376,000","8,152,000","7,234,000","3.84K","9.09%"
"2020- 03- 22","7,378,000","7,743,000","7,969,000","7,333,000","3.32K","-4.69%"
"2020- 03- 21","7,741,000","7,785,000","8,083,000","7,420,000","2.85K","-0.55%"
"2020- 03- 20","7,784,000","7,673,000","8,630,000","7,358,000","7.32K","1.45%"
"2020- 03- 19","7,673,000","6,738,000","8,114,000","6,616,000","8.89K","13.76%"
"2020- 03- 18","6,745,000","6,770,000","6,890,000","6,372,000","3.31K","-0.49%"
"2020- 03- 17","6,778,000","6,382,000","6,885,000","6,262,000","4.16K","6.20%"
"2020- 03- 16","6,382,000","6,902,000","6,909,000","6,000,000","5.56K","-7.53%"
"2020- 03- 15","6,902,000","6,822,000","7,298,000","6,660,000","4.42K","1.17%"
"2020- 03- 14","6,822,000","7,283,000","7,288,000","6,607,000","2.31K","-6.11%"
"2020- 03- 13","7,266,000","6,352,000","7,499,000","5,499,000","9.61K","14.44%"
"2020- 03- 12","6,349,000","9,515,000","9,535,000","6,000,000","8.81K","-33.27%"
"2020- 03- 11","9,514,000","9,550,000","9,605,000","9,133,000","1.82K","-0.35%"
"2020- 03- 10","9,547,000","9,733,000","9,847,000","9,405,000","1.88K","-1.87%"
"2020- 03- 09","9,729,000","9,864,000","10,045,000","9,349,000","2.07K","-1.36%"
"2020- 03- 08","9,863,000","10,691,000","10,691,000","9,810,000","3.33K","-7.74%"
"2020- 03- 07","10,690,000","10,854,000","10,971,000","10,637,000","1.13K","-1.51%"
"2020- 03- 06","10,854,000","10,786,000","10,887,000","10,719,000","0.37K","0.66%"
"2020- 03- 05","10,783,000","10,489,000","10,873,000","10,488,000","0.68K","2.77%"
"2020- 03- 04","10,492,000","10,509,000","10,577,000","10,413,000","0.45K","-0.16%"
"2020- 03- 03","10,509,000","10,673,000","10,681,000","10,406,000","0.99K","-1.62%"
"2020- 03- 02","10,682,000","10,361,000","10,746,000","10,321,000","0.81K","3.14%"
"2020- 03- 01","10,357,000","10,378,000","10,552,000","10,279,000","0.82K","-0.23%"
"2020- 02- 29","10,381,000","10,558,000","10,637,000","10,375,000","0.40K","-1.68%"
"2020- 02- 28","10,558,000","10,686,000","10,822,000","10,297,000","0.80K","-1.27%"
"2020- 02- 27","10,694,000","10,727,000","10,859,000","10,298,000","0.96K","-0.33%"
"2020- 02- 26","10,729,000","11,325,000","11,401,000","10,610,000","2.41K","-5.28%"
"2020- 02- 25","11,327,000","11,625,000","11,643,000","11,279,000","1.06K","-2.56%"
"2020- 02- 24","11,624,000","11,747,000","11,838,000","11,537,000","0.78K","-1.11%"
"2020- 02- 23","11,754,000","11,486,000","11,800,000","11,476,000","0.61K","2.36%"
"2020- 02- 22","11,483,000","11,500,000","11,530,000","11,397,000","0.28K","-0.14%"
"2020- 02- 21","11,499,000","11,526,000","11,613,000","11,454,000","0.55K","-0.24%"
"2020- 02- 20","11,527,000","11,422,000","11,585,000","11,350,000","0.90K","0.89%"
"2020- 02- 19","11,425,000","11,835,000","11,955,000","11,357,000","2.60K","-3.37%"
"2020- 02- 18","11,823,000","11,432,000","11,893,000","11,321,000","1.94K","3.46%"
"2020- 02- 17","11,428,000","11,658,000","11,680,000","11,139,000","1.26K","-1.99%"
"2020- 02- 16","11,660,000","11,500,000","11,760,000","11,325,000","1.70K","1.42%"
"2020- 02- 15","11,497,000","11,864,000","11,887,000","11,486,000","2.22K","-3.07%"
"2020- 02- 14","11,861,000","11,803,000","11,894,000","11,718,000","0.85K","0.53%"
"2020- 02- 13","11,798,000","11,804,000","11,998,000","11,623,000","0.76K","-0.06%"
"2020- 02- 12","11,805,000","11,783,000","11,910,000","11,752,000","1.10K","0.19%"
"2020- 02- 11","11,783,000","11,528,000","11,930,000","11,280,000","1.82K","2.22%"
"2020- 02- 10","11,527,000","11,837,000","11,867,000","11,403,000","0.71K","-2.62%"
"2020- 02- 09","11,837,000","11,579,000","11,850,000","11,560,000","0.85K","2.22%"
"2020- 02- 08","11,580,000","11,500,000","11,602,000","11,268,000","0.88K","0.70%"
"2020- 02- 07","11,500,000","11,284,000","11,618,000","11,271,000","0.56K","2.03%"
"2020- 02- 06","11,271,000","11,050,000","11,384,000","10,918,000","0.84K","2.00%"
"2020- 02- 05","11,050,000","10,645,000","11,108,000","10,602,000","1.64K","3.89%"
"2020- 02- 04","10,636,000","10,755,000","10,799,000","10,501,000","0.79K","-1.20%"
"2020- 02- 03","10,765,000","10,760,000","10,978,000","10,735,000","0.67K","0.05%"
"2020- 02- 02","10,760,000","10,816,000","10,875,000","10,673,000","0.54K","-0.62%"
"2020- 02- 01","10,827,000","10,785,000","10,899,000","10,777,000","0.50K","0.44%"
"2020- 01- 31","10,780,000","10,766,000","10,840,000","10,646,000","0.62K","0.04%"
"2020- 01- 30","10,776,000","10,669,000","10,862,000","10,531,000","1.85K","0.95%"
"2020- 01- 29","10,675,000","10,562,000","10,773,000","10,500,000","0.89K","0.96%"
"2020- 01- 28","10,573,000","10,139,000","10,582,000","10,139,000","1.55K","4.36%"
"2020- 01- 27","10,131,000","9,966,000","10,263,000","9,944,000","1.49K","1.75%"
"2020- 01- 26","9,957,000","9,747,000","9,988,000","9,711,000","0.81K","2.28%"
"2020- 01- 25","9,735,000","9,809,000","9,810,000","9,667,000","0.24K","-0.65%"
"2020- 01- 24","9,799,000","9,761,000","9,881,000","9,624,000","0.45K","0.47%"
"2020- 01- 23","9,753,000","9,925,000","9,929,000","9,620,000","0.83K","-1.75%"
"2020- 01- 22","9,927,000","9,965,000","10,083,000","9,847,000","0.57K","-0.36%"
"2020- 01- 21","9,963,000","9,842,000","10,012,000","9,788,000","1.17K","1.23%"
"2020- 01- 20","9,842,000","9,911,000","9,953,000","9,771,000","0.71K","-0.64%"
"2020- 01- 19","9,905,000","10,092,000","10,471,000","9,747,000","1.26K","-1.85%"
"2020- 01- 18","10,092,000","9,993,000","10,158,000","9,939,000","1.01K","0.92%"
"2020- 01- 17","10,000,000","9,787,000","10,214,000","9,727,000","1.15K","2.20%"
"2020- 01- 16","9,785,000","9,729,000","9,840,000","9,565,000","0.73K","0.54%"
"2020- 01- 15","9,732,000","9,705,000","9,915,000","9,531,000","1.60K","0.26%"
"2020- 01- 14","9,707,000","9,170,000","9,801,000","9,170,000","3.97K","5.80%"
"2020- 01- 13","9,175,000","9,218,000","9,225,000","9,100,000","0.35K","-0.47%"
"2020- 01- 12","9,218,000","9,062,000","9,253,000","9,020,000","0.63K","1.70%"
"2020- 01- 11","9,064,000","9,234,000","9,341,000","9,035,000","1.17K","-1.78%"
"2020- 01- 10","9,228,000","8,941,000","9,260,000","8,750,000","2.33K","3.15%"
"2020- 01- 09","8,946,000","9,095,000","9,127,000","8,886,000","1.18K","-1.65%"
"2020- 01- 08","9,096,000","9,391,000","9,742,000","9,013,000","4.04K","-3.14%"
"2020- 01- 07","9,391,000","8,856,000","9,436,000","8,855,000","2.85K","6.05%"
"2020- 01- 06","8,855,000","8,461,000","8,883,000","8,455,000","1.26K","4.67%"
"2020- 01- 05","8,460,000","8,477,000","8,633,000","8,430,000","0.69K","-0.22%"
"2020- 01- 04","8,479,000","8,475,000","8,510,000","8,388,000","0.48K","0.08%"
"2020- 01- 03","8,472,000","8,046,000","8,524,000","7,909,000","0.90K","5.29%"
"2020- 01- 02","8,046,000","8,304,000","8,308,000","8,033,000","0.96K","-3.12%"
"2020- 01- 01","8,305,000","8,309,000","8,362,000","8,289,000","0.32K","-0.04%"